34,419
33,418
31,416
29,413
28,411
26,409
25,407
24,405
23,404
23,402
22,401
21,400
21,399
21,398
21,397
21,396
20,395
20,394
20,393
20,392
20,391
20,389
20,387
20,386
21,385
21,384
21,383
21,382
21,381
21,380
21,378
21,377
22,377
22,376
22,374
23,373
24,372
25,371
26,370
28,369
28,368
30,367
30,366
31,366
33,365
33,364
35,364
36,363
37,363
38,363
39,362
41,361
43,361
45,360
46,360
50,360
53,360
57,360
63,361
69,362
73,364
78,366
81,367
84,368
86,369
88,370
90,371
91,372
93,373
94,373
95,375
97,375
97,376
99,377
100,379
101,381
102,382
103,384
104,387
104,389
105,391
106,393
106,395
106,397
106,399
107,400
107,402
107,404
107,405
107,407
107,408
107,410
107,411
107,412
106,413
106,414
105,416
104,416
103,417
102,419
99,420
97,422
95,423
93,424
91,425
89,426
87,426
86,426
84,426
83,426
81,426
80,426
77,426
75,424
74,423
71,421
69,419
67,417
64,412
61,409
60,404
58,400
56,396
55,393
54,390
53,387
52,385
51,382
51,380
51,377
51,375
51,372
51,370
51,367
51,364
51,362
51,360
51,357
52,354
53,352
55,351
56,348
58,346
59,344
62,342
63,339
65,338
66,336
67,335
69,334
69,333
71,332
73,332
75,331
77,330
78,330
80,330
82,330
84,330
85,330
87,331
89,331
91,332
94,333
97,334
101,336
105,338
111,341
118,345
124,348
129,352
134,355
136,356
138,358
140,361
141,362
142,363
143,365
144,366
145,368
145,369
146,370
147,372
147,373
147,375
148,377
148,378
148,379
148,380
148,382
148,383
148,384
148,385
148,386
148,387
148,388
148,389
148,390
148,391
147,391
146,391
144,391
141,389
137,387
132,384
127,381
122,377
119,375
115,373
113,371
111,369
109,368
107,365
105,362
104,360
103,358
102,355
101,352
100,350
99,348
99,347
98,344
97,343
97,341
97,339
96,337
95,336
95,334
95,332
95,331
94,329
94,328
94,326
94,324
94,322
94,321
95,318
95,317
96,315
97,313
99,311
100,308
102,306
103,304
105,302
106,300
107,299
109,297
111,297
113,295
114,294
116,294
117,293
120,293
121,292
123,292
124,292
126,292
127,293
128,293
130,293
131,294
132,295
133,296
135,298
137,299
139,301
143,304
145,306
148,309
151,311
154,314
157,317
158,319
161,321
162,322
163,325
164,326
166,327
166,329
168,330
168,332
168,333
169,334
170,335
170,336
170,337
170,338
171,338
171,339
171,341
171,342
171,343
171,344
171,345
171,346
171,347
170,348
169,349
169,350
168,351
167,352
166,352
166,353
165,353
164,354
163,354
162,355
161,355
160,355
158,355
157,354
156,354
155,353
153,352
152,352
150,350
149,349
147,347
145,346
143,344
142,342
140,341
139,339
137,338
136,337
134,334
134,332
132,330
131,328
130,325
130,324
129,322
128,319
128,317
128,315
128,312
128,309
128,306
128,304
128,302
129,300
130,298
130,295
132,292
133,290
134,288
136,286
136,283
138,281
139,279
139,278
140,276
141,276
141,274
141,273
142,273
142,272
143,271
144,270
145,270
146,269
148,268
149,268
151,267
153,267
155,267
158,267
161,267
