80,351
96,351
113,351
129,351
143,350
155,349
168,348
181,347
191,346
199,344
205,344
213,343
219,343
229,341
236,341
243,340
248,339
254,338
260,336
264,334
267,333
270,332
273,332
276,331
279,330
282,329
284,328
287,327
291,326
294,325
298,324
302,323
305,321
309,320
312,319
315,317
318,316
323,315
326,313
330,310
333,309
337,307
343,304
348,301
352,299
356,298
359,295
364,293
367,293
370,291
373,290
377,288
380,288
383,287
385,287
388,286
390,285
392,285
394,284
397,283
399,283
400,283
401,283
402,282
403,282
403,281
404,281
405,281
406,281
407,280
408,280
410,280
411,279
412,279
413,278
414,278
415,278
416,278
416,277
417,277
418,277
419,277
420,277
420,276
