74,149
89,156
101,161
114,168
124,174
134,181
147,188
167,199
183,208
197,218
210,225
223,231
233,236
244,242
252,246
259,250
264,253
267,255
269,256
271,258
272,260
275,261
278,264
281,265
286,268
289,270
293,272
296,273
299,275
301,276
304,277
307,279
309,280
312,281
314,282
318,284
321,286
323,287
325,289
328,290
329,291
330,292
331,292
332,293
334,293
335,294
337,295
338,295
339,296
340,297
341,297
342,297
343,298
344,299
345,299
346,300
348,300
349,301
351,302
352,302
353,304
354,305
356,305
358,307
359,308
361,309
364,310
365,312
367,313
370,314
371,316
373,317
376,318
378,320
381,322
383,323
386,325
389,325
390,326
391,327
393,328
394,328
395,329
397,330
399,331
400,331
401,331
401,332
402,332
402,333
403,333
404,333
404,334
405,334
406,334
407,334
407,335
