19,382
19,380
19,377
19,374
19,371
19,367
20,363
21,358
22,353
24,348
25,346
25,343
26,340
28,337
29,333
29,330
31,327
33,323
34,319
35,316
36,313
38,310
38,308
39,305
40,303
41,302
41,301
41,300
42,299
42,298
42,297
43,297
43,296
43,295
44,295
45,295
46,296
47,297
48,298
51,300
52,302
54,304
56,307
58,310
60,312
62,315
64,317
66,319
68,321
70,324
71,326
73,328
75,330
77,333
78,335
80,336
81,339
82,340
83,341
84,342
85,343
86,345
86,346
87,346
87,348
88,348
89,348
89,349
90,349
90,350
91,350
91,351
92,351
93,351
94,350
95,347
96,344
98,338
101,326
105,307
111,278
115,259
118,247
121,240
122,236
122,232
123,230
124,229
124,228
125,227
125,226
126,225
126,224
127,223
128,223
129,223
130,223
132,223
133,224
134,225
136,227
137,228
140,230
140,233
142,235
143,238
146,243
148,247
152,256
155,263
159,269
161,273
163,277
164,280
167,284
169,287
171,290
173,294
175,297
176,299
178,301
178,303
179,303
179,305
180,306
181,307
181,308
182,308
183,308
184,307
184,305
185,303
186,298
187,289
187,279
188,268
188,259
188,252
188,248
188,245
188,242
188,239
188,236
188,232
188,228
188,224
189,221
189,218
189,216
189,215
189,214
189,213
190,211
191,210
191,209
191,208
191,207
192,207
193,207
195,207
196,207
198,208
201,209
205,213
210,217
215,222
220,226
223,230
227,235
231,240
234,245
237,251
240,255
242,259
244,262
246,265
246,268
247,271
248,272
248,273
248,275
249,276
250,277
250,278
251,280
252,280
252,282
253,283
253,284
253,285
254,285
254,286
255,287
256,287
256,285
256,281
256,275
256,267
255,256
254,247
254,240
254,235
254,230
254,228
254,224
254,221
254,218
255,216
255,214
256,212
256,210
256,207
256,206
257,204
258,203
258,200
259,199
259,197
260,196
260,195
261,194
262,193
262,192
263,191
264,191
266,191
268,191
269,191
270,193
273,194
275,196
278,200
282,206
288,212
292,218
297,224
302,229
305,233
308,235
310,239
312,240
314,243
315,245
317,247
318,249
321,252
322,254
324,257
325,259
327,261
328,263
330,265
330,266
331,268
332,268
332,269
333,270
333,271
334,272
334,273
335,273
335,274
335,273
335,271
335,267
334,260
333,252
331,242
330,231
328,222
326,215
324,209
323,203
321,198
320,194
320,192
319,190
318,187
318,185
318,182
318,179
318,175
318,171
318,167
318,164
318,161
319,158
319,156
319,155
319,154
319,153
319,152
319,151
320,150
321,150
322,150
324,150
326,151
327,151
328,153
330,154
331,157
333,158
338,162
343,163
343,164
343,166
343,169
343,172
343,175
343,179
343,182
343,185
343,187
343,190
343,192
343,195
343,197
343,198
343,201
343,202
343,203
343,204
343,205
343,206
343,207
343,209
344,209
346,210
348,211
350,212
352,213
353,214
355,215
356,216
357,217
358,218
359,219
359,220
360,221
361,222
362,223
363,224
364,224
364,225
365,226
366,227
367,228
368,229
368,230
369,231
370,232
370,233
371,234
372,234
372,235
373,235
373,236
374,237
374,238
375,238
376,238
377,238
377,237
379,235
381,230
385,219
390,203
394,184
396,171
398,162
400,153
402,146
404,140
405,136
405,134
406,131
407,129
408,127
409,126
410,124
411,123
411,122
412,121
413,121
414,121
415,121
417,121
418,121
419,122
422,124
423,125
425,127
427,130
429,132
431,134
432,136
434,138
437,140
438,143
441,145
443,148
445,151
447,153
450,156
451,160
453,161
454,164
456,166
456,167
458,169
459,171
459,172
460,173
461,176
461,177
461,178
462,179
463,180
463,181
464,182
464,183
464,184
465,184
465,185
465,186
466,186
466,187
467,187
467,188
468,187
468,184
468,177
468,158
466,130
465,108
465,93
465,84
464,81
464,79
464,78
464,77
466,78
467,79
469,81
472,83
475,87
478,90
481,94
484,98
487,102
490,105
491,110
494,112
495,115
496,118
498,119
498,120
498,121
499,123
499,124
499,125
500,125
500,126
501,127
501,128
