26,142
26,141
27,140
28,139
29,139
30,139
31,139
32,139
33,139
34,139
35,139
36,140
37,141
38,142
39,144
40,146
41,147
42,149
42,150
43,152
43,153
43,154
44,154
44,155
44,156
45,157
45,158
45,159
45,160
45,159
46,159
46,160
47,160
47,161
47,162
48,162
48,163
49,163
49,164
50,164
50,165
50,166
51,166
52,166
53,165
53,163
55,160
57,154
60,147
63,139
65,134
68,130
69,125
70,122
71,120
72,118
72,116
73,114
74,113
75,111
75,110
76,109
76,108
76,107
77,107
77,106
78,105
79,104
80,105
80,107
82,109
82,112
84,116
86,123
88,129
90,135
92,142
93,147
95,152
96,156
97,159
97,162
98,165
99,168
99,169
100,171
101,173
102,175
102,176
103,177
103,178
103,179
104,180
104,181
105,181
105,182
106,182
106,181
107,178
110,169
116,148
122,113
129,87
132,73
134,66
136,64
136,63
136,62
136,61
137,61
138,61
139,61
140,61
142,61
144,61
146,62
148,64
150,65
154,67
157,70
161,75
166,80
171,85
175,90
179,94
180,98
183,101
186,106
190,111
194,118
197,124
200,130
203,134
206,140
209,146
212,151
215,154
215,157
216,158
217,159
217,160
218,160
218,161
218,162
219,163
220,163
221,161
222,157
223,146
224,128
225,105
227,85
228,75
228,68
228,65
228,63
228,62
228,61
228,60
228,59
229,59
230,59
231,59
233,59
236,60
238,61
240,62
243,64
247,67
252,71
257,76
261,81
265,86
269,92
273,99
278,106
282,112
283,117
285,120
287,123
288,125
289,128
290,130
290,131
292,133
293,136
293,137
294,138
294,139
294,141
295,141
295,142
296,142
296,143
296,144
297,144
297,145
298,144
299,142
299,139
302,130
305,114
309,98
311,87
312,80
313,76
313,74
314,73
314,71
314,70
314,69
315,69
316,69
317,69
319,69
320,70
323,71
325,73
327,74
330,78
334,80
338,85
340,89
344,93
347,97
350,103
352,107
353,111
355,114
356,116
356,118
357,121
358,122
358,123
358,125
359,126
360,128
361,131
362,134
363,136
364,137
364,138
364,139
365,141
365,142
366,143
366,144
367,144
368,143
370,140
374,129
384,105
395,67
403,45
406,34
407,28
407,27
407,26
408,26
408,25
409,25
410,25
411,25
412,26
414,27
415,30
417,32
421,35
425,41
429,49
433,57
438,66
440,73
442,78
442,83
442,86
443,88
443,90
444,92
444,94
444,97
444,99
444,102
445,104
445,107
445,110
445,114
445,118
446,121
446,123
446,126
446,127
446,128
446,129
446,130
446,131
446,132
446,133
446,134
446,135
446,136
447,136
448,136
448,135
450,134
450,132
451,130
452,126
453,124
454,121
455,119
456,118
456,115
457,114
458,113
458,111
459,110
460,108
461,106
462,104
463,103
465,100
466,99
467,97
468,95
469,94
470,93
470,92
471,91
472,90
472,89
473,89
473,88
474,87
475,87
476,87
478,89
480,93
483,101
486,110
490,118
492,124
492,129
492,132
493,135
493,136
494,138
494,139
494,141
494,143
494,145
494,146
495,148
495,150
495,151
495,152
495,153
495,155
495,156
495,157
495,158
495,159
495,160
